who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
The Clorox Company,,"Clorox is a signatory of the United Nations Global Compact and the Ellen MacArthur Foundation's New Plastics Economy Global Commitment. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2019 100 Best Corporate Citizens list, Barron's 2020 100 Most Sustainable Companies, the Human Rights Campaign's 2020 Corporate Equality Index and the 2019 Bloomberg Gender Equality Index, among others. In support of its communities, The Clorox Company and its foundations contributed about $12 million in combined cash grants, product donations and cause marketing in fiscal year 2019. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,110,gender equality,CLX - Veteran Retail Leader Kathryn Tesija Elected to Clorox Board - 10-Apr-20 - PRN.pdf
The Clorox Company,"Environmental Conservation, Contracts, Corporate Social Responsibility","Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability, and the Ellen MacArthur Foundation's New Plastics Economy Global Commitment. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2019 100 Best Corporate Citizens list, Barron's 2019 100 Most Sustainable Companies, the Human Rights Campaign's 2019 Corporate Equality Index and the 2019 Bloomberg Gender Equality Index, among others. In support of its communities, The Clorox Company and its foundations contributed about $12 million in combined cash grants, product donations and cause marketing in fiscal year 2019. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,118,gender equality,"CLX, 06KDM7 - Clorox to Achieve About 50% of its Renewable Electricity Goal Through Agreement with Enel Green Power North America - 13-Nov-19 - PRN.pdf"
The Clorox Company,Human Interest Groups,"Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, most notably being named to the Drucker Institute's 2017 Wall Street Journal Management Top 250 list, The Just 100: America's Top Citizens list, CR Magazine's 2018 Best Corporate Citizens list, Barron's 2018 100 Most Sustainable Companies, and the first sector-neutral Bloomberg Gender Equality Index in 2018. In support of its communities, The Clorox Company and its foundations contributed about $20 million in combined cash grants, product donations and cause marketing in fiscal year 2018. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,121,gender equality,"CLX, 09MKWT - Clorox Partners with DonorsChoose.org to Support Clean, Healthy Classrooms - 20-Aug-18 - PRN.pdf"
The Clorox Company,,"Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, most notably being named to the Drucker Institute's 2017 Management Top 250 list, The Just 100: America's Top Citizens list, CR Magazine's 2018 Best Corporate Citizens list and the first sector-neutral Bloomberg Gender Equality Index in 2018. In support of its communities, The Clorox Company and its foundations contributed",1,78,gender equality,"CLX, BEAM.XX3 - Global CPG Veteran and Brand Leader Matt Shattock Elected to Clorox Board Director Jeffrey Noddle to Retire - 26-Jul-18 - PRN.pdf"
Meredith Corporation,"Licensing & Marketing Agreements, New Products & Services","Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, most notably being named to the Drucker Institute's 2017 Management Top 250 list, The Just 100: America's Top Citizens list, CR Magazine's 2017 Best Corporate Citizens list and the first sector-neutral Bloomberg Gender Equality Index in 2018. In support of its communities, The Clorox Company and its foundations contributed about $11 million in combined cash grants, product donations and cause marketing in fiscal year 2017. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,112,gender equality,"CLX, MDP - Hidden Valley First To Leverage Allrecipes' AmazonFresh Integration - 13-Mar-18 - PRN.pdf"
Comerica Bank,Human Interest Groups,"Cookie Johnson, Philanthropist, Entrepreneur and NY Times Bestselling Author   ""Believing in Magic"" April 27, 2018 Greater Detroit, Michigan Register Today Leeza Gibbons, Emmy Winning TV Host and New York Times Bestselling Author ""Fierce Optimism: Seven Secrets for Playing Nice and Winning Big"" May 18, 2018 Huntington Beach, California Register Today Geena Davis, Award-Winning Actor and Founder, Geena Davis Institute on Gender in Media ""See Jane: Gender Equality and Why It Should Matter to All of Us"" September 20, 2018 Houston, Texas Register Today Bobbi Brown, Makeup Artist, Entrepreneur and NY Times Bestselling Author October 5, 2018 Dallas, Texas Register Today",1,100,gender equality,CMA - Comerica Bank Announces Its 2018 Power Networking Events - 22-Mar-18 - PRN.pdf
Comerica Bank,Human Interest Groups,"Gibbons, an instrumental advocate for healthcare, wellness and care giving, will present her insights and observations following a Power Panel discussion moderated by Monica L. Martinez , Comerica Bank senior vice president of external affairs. The Power Panel will discuss issues for women in business and leadership positions today on such topics as work/life balance, mentoring, breaking the glass ceiling, philanthropy, gender equality and pay equity. | ""The Women's Business Symposium is a forum for female business owners and entrepreneurs to share their unique perspectives and secrets for success in business and within the community,"" said Martinez. ""We are providing our customers with thought leadership opportunities in a way that underscores our strong focus on diversity and showcases how we are raising expectations of what a bank can be.""",2,"66, 62","gender equality, diversity",CMA - Comerica Bank hosts Women's Business Symposium - 17-Apr-17 - PRN.pdf
Comerica Bank,Human Interest Groups,"Davis, Academy Award winning actor, film producer, writer and founder of multiple women's initiatives, will present ""See Jane: Gender Equality and Why It Should Matter to All of Us,"" at Comerica Bank's Women Business Symposiums in Orange County, California, Houston and Dallas. Earning the 2006 Golden Globe Award for Best Performance by an Actress in a Television Series ""ìDrama, Davis broke ground in her portrayal of the first female President of the United States in ABC's hit show ""Commander in Chief."" In 1989, Davis received the Academy Award for Best Supporting Actress for her role as the offbeat dog trainer Muriel Pritchett in Lawrence Kasdan's ""The Accidental Tourist."" She was again nominated for an Academy Award and Golden Globe for her performance in Ridley Scott's ""Thelma & Louise,"" in which she co-starred with Susan Sarandon. Davis went on to receive a Golden Globe nomination for Best Actress for her portrayal of baseball phenomenon Dottie Hinson in ""A League of Their Own."" Davis is the Founder and Chair of the non- profit Geena Davis Institute on Gender in Media, which engages film and television creators to dramatically increase the percentages of female characters ""î and reduce gender stereotyping ""î in media made for children 11 and under. Davis is co-founder of the Bentonville Film Festival which champions women and diverse voices in media. BFF's mission is to encourage content creation in film and other forms of media that reflects the diverse ""î and half female ""î world we live in. Davis was appointed Special Envoy for Women and Girls in ICT for the UN's International Telecommunication Union (ITU). She is also an official partner of UN Women, working toward their goal of promoting gender equality and empowering women worldwide.",1,288,gender equality,CMA - Comerica Bank Launches 2017 Signature Event Series - 07-Mar-17 - PRN.pdf
Comerica Incorporated,"Corporate Social Responsibility, Not For Profit Organizations","The report covers progress in key areas, including Diversity and Inclusion, Responsible Business Practices and the Support of Comerica's Customers, Colleagues and Communities as well as Managing our Environmental Impacts. Among the highlights, Comerica's early achievement of their 2020 Greenhouse Gas (GHG) Reduction Goal. | ""We remain committed to the communities in which we do business, and this report highlights the ongoing great work of our colleagues,"" said Ralph Babb, Comerica's chairman and chief executive officer. ""From diversity to responsible business practices and protecting the environment, we recognize thriving communities serve the best interest of people and the planet, while improving our company's business performance and creating long-term value for our stakeholders."" | The report addresses a broad range of economic, environmental, social and governance topics critical to responsible companies and Comerica's long history of community involvement, diversity and environmental commitment.  Prepared in accordance with the Global Reporting Initiative (GRI) Standards Core Level, this is Comerica's fifth GRI-based report and the first report prepared to the new GRI Standards, ahead of GRI's mandatory 2018 implementation date.",3,"44, 67, 63","diversity, Diversity and Inclusion",CMA - Comerica Publishes Corporate Responsibility Report - 02-Aug-17 - PRN.pdf
Comerica Incorporated,"Corporate Social Responsibility, Human Interest Groups","""The Civic 50 continues to set the standard for corporate civic engagement nationwide,"" said  Nathan Bennett, Comerica's chief diversity officer and head of Talent Acquisition. | Investment: How extensively and strategically does the company apply its resources to community engagement in the United States, including employee time and skills, cash, in-kind giving and leadership? Integration: How does the company integrate their U.S. community engagement programs into key business functions, including employee engagement, marketing/PR, diversity and inclusion, recruiting, stakeholder relations and skill-development? Institutionalization: How does the company support community engagement in  the United States through organizational policies, systems and incentives? Impact: How does the company measure the social and business impact of their U.S. community engagement program?",2,"25, 90","Diversity and Inclusion, Chief Diversity Officer",CMA - Comerica Recognized as One of the Most Community-Minded Companies in the Nation by Points of Light - 21-Jun-17 - PRN.pdf
Comerica Incorporated,Corporate Social Responsibility,"""We define diversity as creating an environment that celebrates the differences among our colleagues and customers, knowing that such differences make us a stronger company,"" said Comerica's Chief Diversity Officer Nathan Bennett. ""What makes our efforts so successful today is the understanding that diversity training is an ongoing process, not a one-time module or initiative. Comerica's Masters of Diversity Awareness program continues to offer our colleagues education and engagement options to learn about and celebrate our differences."" | DALLAS, June 29, 2018 /PRNewswire/ -- Comerica Incorporated (NYSE: CMA) today announced the publishing of its 2017 Corporate Responsibility Progress Report at www.comerica.com/sustainability.  The report updates the company's Global Reporting Initiative (GRI)-based comprehensive corporate responsibility report, published in 2017, and addresses Comerica's diversity and inclusion program.  | ""Comerica takes its leadership as a responsible company seriously and I'm pleased to share this update, which specifically focuses on our environmental progress as well as an overview of our active diversity and inclusion program,"" said Ralph W. Babb, Jr., chairman and chief executive officer of Comerica.  | The report covers Comerica's environmental progress, including the launch of Comerica's third generation greenhouse gas reduction goals; updates on diversity and inclusion, including coverage of our workforce, board, customers, communities, and suppliers; highlights our support for military veterans, hurricane relief, and green lending; and Comerica's corporate responsibility efforts link to the United Nations 17 Sustainable Development Goals (SDGs). | Regarding Comerica's diversity and inclusion strategy, providing our colleagues with varying levels of education is at the core of all our efforts.  | Announces New Greenhouse Gas Reduction Goals and Ongoing Diversity Activities | Comerica's performance as a responsible company was recently affirmed by a number of awards and recognition, including our listing on The Civic 50 as one of the 50 Most Community-Minded Companies by Points of Light, attaining Silver Status as a Veteran-Friendly Employer by the Michigan Veterans Affairs Agency, a 2018 Climate Leadership Award for Excellence in Greenhouse Gas Management, and a fourth consecutive perfect rating on the Human Rights Campaign 2018 Corporate Equality Index.  In addition, both Bennett and Beckerman have recently been honored as outstanding leaders in their fields; Bennett having been named to the 2018 Black Enterprise's Top Executives in Corporate Diversity List and Beckerman having been recognized as one of the 2018 top 75 environmental leaders and a finalist for the Person of the Year award from Environmental Leader Magazine.",7,"77, 46, 47, 58, 22, 10, 133","diversity, Diversity and Inclusion, Chief Diversity Officer",CMA - Comerica Releases Corporate Responsibility Progress Report - 29-Jun-18 - PRN.pdf
Comerica Incorporated,Corporate Social Responsibility,"The report presents a streamlined approach to delivering high-quality ESG information to stakeholders. ""Our report is organized around Comerica's Impact Topics ""ì those ESG topics that were identified as mattering most to our stakeholders and our company,"" said Director of Corporate Sustainability Scott Beckerman. ""These 18 topics cover issues such as Privacy & Information Protection, Climate Change Impacts, Diversity & Inclusion, Financial Inclusion & Education and Business Risk Management.""",1,69,Diversity & Inclusion,CMA - Comerica's Corporate Responsibility Report Outlines Progress in Key ESG Topics - 30-Jun-20 - PRN.pdf
Comerica Incorporated,Corporate Social Responsibility,"While Comerica's footprint is important, its ability to impact social and environmental issues through customers and communities greatly expands the organization's network of positive impact. Accordingly, three key progress areas include reducing environmental impact, advancing diversity and inclusion and supporting our customers and communities. | Comerica's long-standing commitment to diversity and inclusion is demonstrated in this year's report with metrics such as 40% of Comerica colleagues representing racial or ethnic minorities and 66% of our workforce being comprised of women. Comerica has also seen a 54% increase in the number of colleagues who are military veterans in the last five years.",2,"44, 56",Diversity and Inclusion,CMA - Comerica's Latest Corporate Responsibility Report Demonstrates Progress on Environmental and Social Issues - 05-Aug-19 - PRN.pdf
Comerica Incorporated,Human Interest Groups,"DALLAS, June 16, 2016 /PRNewswire/ -- Comerica's Senior Vice President of Business Affairs and Chief Diversity Officer Linda D. Forte has announced her plans to retire in  August 2016 following a 42-year career with the bank. Comerica Senior Vice President of Talent Acquisition Nathaniel Bennett has been named as Comerica's new Chief Diversity Officer, reporting to Megan D. Burkhart, Executive Vice President and Chief Human Resources Officer. In addition to his new responsibilities, Bennett will continue his role as the leader of Talent Acquisition at Comerica, which will allow for strong synergies. | ""Diversity and community involvement are core values at Comerica. As Chief Diversity Officer, Nathan will reinforce our deep commitment to a diverse workforce, community and customer base. This fits perfectly with Nathan's focus on talent acquisition, since we know that when our workforce truly reflects the demographics of our markets, we will better serve our customers, grow our business and build an even stronger organization,"" Babb added. | Forte, in addition to her service on a number of boards, has earned considerable recognition during her tenure with the bank, including as a recipient of the 2014 Michigan Roundtable for Diversity and Inclusion Annual Humanitarian Award, as the 2014 Michigan Women's Foundation Woman of Achievement and Courage, and as a 2013 Inductee into the ""Academy of Distinguished Alumni"" for Bowling Green State University. She also was recognized in 2016 by Black Enterprises' ""Top Executives in Diversity."" For a complete listing of Forte's board service and community recognition, please see here. | ""When I joined Comerica, I recognized immediately the robustness and vigor around our diversity and inclusion efforts, and I am very enthusiastic about carrying that baton forward. Like Linda and the Comerica management team, I believe in fostering an environment that celebrates the wonderful differences among our colleagues and customers, thereby making us a stronger company,"" said Bennett. | ""I have been blessed with a career in which I could fulfill my passion to empower others,"" said Forte, who has helped define and drive business strategies to establish Comerica as a leader in diversity and work life practices. ""It has been a privilege to help raise appreciation and support for the diverse members of our community, as well as make our communities better through corporate contributions and volunteerism."" | ""Under Linda's leadership, Comerica has contributed millions of dollars to nonprofits in the communities we serve, provided our colleagues meaningful community volunteer opportunities, and driven our diversity program forward, making it one of the best and most recognized in the country,"" said Ralph W. Babb, Jr., Chairman and Chief Executive Officer. | formation of employee teams designed to develop and nurture business relationships with diverse business owners, professionals and community influencers; development of employee networking groups, which coordinate hundreds of professional development opportunities for colleagues while supporting communities the bank serves through volunteer projects and events; launch of the bank's well regarded Master of Diversity Awareness program, which supports understanding of the value of an inclusive workplace environment; and annual reporting of thousands of volunteer hours in the bank's ""Comerica Cares"" program, which has received national recognition for its impact on communities served. | Nathaniel Bennett Bennett, who has 12 years of experience in financial services and nearly 20 years of experience in recruitment and selection, joined the bank as a vice president of Corporate Human Resources in 2009, responsible for the bank's Texas market staffing. He has been involved with Comerica's diversity program ever since, most recently assisting the bank's employee resource network groups, including its Veteran Leadership Network, in attracting veteran and other talent to Comerica. Bennett was promoted to senior vice",8,"92, 67, 91, 58, 69, 51, 91, 80","diversity, Diversity and Inclusion, Chief Diversity Officer","CMA - Linda D. Forte Announces Plans to Retire in August 2016, Following a 42-Year Career with Comerica Bank - 16-Jun-16 - PRN.pdf"
Comerica Incorporated,,"""Curt promotes an environment of collaboration at Comerica and leads with integrity. Community involvement, diversity and inclusion, and nurturing our customer relationships are all values by which our team operates, and Curt embraces these critical principles and keeps them at the forefront of our business strategy,"" said Babb",1,48,Diversity and Inclusion,CMA - Ralph W. Babb Jr. to Retire Curtis C. Farmer to be Named Comerica Chairman - 05-Nov-19 - PRN.pdf
Comerica Bank,Human Interest Groups,"DALLAS, May 12, 2011 /PRNewswire/ -- Black Enterprise magazine named Comerica Bank Senior Vice President and Chief Diversity Officer Linda Forte to the publication's 2011 ""Top Executives in Diversity"" list.  Black Enterprise identified recipients by evaluating the nation's highest-ranking and most influential executives that lead corporate diversity initiatives. | In her current role as chief diversity officer, Forte is responsible for defining and driving business strategies that establish Comerica as a leader in diversity and work life practices. She also is responsible for the Comerica Charitable Foundation, Corporate Contributions and Civic Affairs, and oversees Comerica's corporate giving and community involvement programs. | Forte started her banking career with Comerica in 1974 and was named to her current position in 2004.  Forte's efforts as chief diversity officer have earned the bank national recognition for its diversity efforts in publications such as Black Enterprise, DiversityInc and Hispanic Business magazine, and Women of Color magazine listed her as one of the top women in finance last year. | Black Enterprise assessed diversity leaders in the top 1,000 largest publicly traded companies and 100 major global companies, consulting with diversity professionals, trade associations, and other resources.  They selected chief diversity officers, global diversity executives, executive and senior vice presidents and vice presidents who lead diversity initiatives vital to the business objectives of their company.   | In total, 63 chief diversity officers, 39 global diversity executives, 10 executive or senior vice presidents and 38 vice presidents were named to the list. | Comerica Bank's Linda Forte Named One of Black Enterprise Magazine's Top Executives in Diversity   Thursday, May 12, 2011 08:25:58 PM (GMT) | In 2010, Comerica Bank was again named by  Black Enterprise as one of the 40 best companies for diversity. Black Enterprise conducts this annual survey to identify companies that demonstrate strength in four key areas: Employee Base, Board of Directors, Senior Management, and Supplier Diversity.",7,"48, 52, 62, 55, 25, 21, 45","diversity, Chief Diversity Officer","CMA, 06MPX3 - Comerica Bank's Linda Forte Named One of Black Enterprise Magazine's Top Executives in Diversity - 12-May-11 - PRN.pdf"
Comcast Corporation,"Product/Service, Nonprofit","San Francisco: Creating and painting a mural that will be part of the ""Asian Pacific American Heritage Youth Education Project""ù presented in partnership with the APA Heritage Foundation and the Community Youth Center with award-winning Bay area artist and community activist, Dave Young Kim. A number of local and state government officials will attend, alongside Comcast executives including David L. Cohen, Comcast's Senior Executive Vice President and Chief Diversity Officer, Sam Schwartz, Chief Business Development Officer and Martha Soehren, Senior Vice President, Chief Talent Development Officer. A $25,000 donation will be given to the Asian Pacific American Heritage Foundation for the creation of the ""Asian Pacific American Heritage Youth Education Project""ù. | Livermore: UNIDOS ""ì Comcast's Latino employee resource group ""ì will be painting a mural of the world that celebrates unity and diversity and highlights the school's Pillars of Success at Junction Avenue K-8 School",2,"111, 34","diversity, Chief Diversity Officer",CMCSA - 16 California Schools & Community Centers to Receive Volunteer Makeovers as Part of 16th Annual Comcast Cares Day - 20-Apr-17 - BW.pdf
Comcast Corporation,"Advisory, Event, Nonprofit","To provide ongoing support of initiatives within the Asian American community, Comcast will also make a donation of $25,000 to the Asian Pacific American Heritage Foundation. This contribution will be presented by David L. Cohen, Comcast's Senior Executive Vice President & Chief Diversity Officer to Claudine Cheng, Chair of the 2017 APA Heritage Celebration Committee during a ceremony at Sutro Elementary, beginning at 8:00 a.m. Also attending are: San Francisco Supervisor, District 1 (and Sutro school alumnus) Sandra Lee Fewer, State Senator Scott Wiener  and State Assemblymember  Phil Ting, along with Comcast executives John Gauder, California Regional Vice President; Martha Soehren, Sr. Vice President, Chief Talent Development Officer; and Samuel Schwartz, Chief Business Development Officer. | David L. Cohen, Senior Executive Vice President & Chief Diversity Officer",2,"115, 11",Chief Diversity Officer,CMCSA - Award-Winning Bay Area Artist to Create Traveling Mural Celebrating Asian Heritage at San Francisco School - 20-Apr-17 - BW.pdf
Comcast NBCUniversal,Corporate Social Responsibility,"""This expansion is the culmination of an audacious goal we set eight years ago, which was to meaningfully and significantly close the digital divide for low-income Americans,"" said David L. Cohen, Senior Executive Vice President and Chief Diversity Officer of Comcast NBCUniversal. ""Whether the Internet is used for students to do their homework, adults to look for and apply for new jobs, seniors to keep in touch with friends and family, or veterans to access their well-deserved benefits, it is absolutely essential to success in our modern, digital age.""",1,89,Chief Diversity Officer,CMCSA - Boston Mayor Walsh And Boston Public Schools Superintendent Praise Comcast Efforts To Help Bridge The Digital Divide - 09-Sep-19 - PRN.pdf
Comcast NBCUniversal,Corporate Social Responsibility,"""This expansion is the culmination of an audacious goal we set eight years ago, which was to meaningfully and significantly close the digital divide for low-income Americans,"" said David L. Cohen, Senior Executive Vice President and Chief Diversity Officer of Comcast NBCUniversal. ""Whether the Internet is used for students to do their homework, adults to look for and apply for new jobs, seniors to keep in touch with friends and family, or veterans to access their well-deserved benefits, it is absolutely essential to success in our modern, digital age.""",1,89,Chief Diversity Officer,CMCSA - Boston Public Schools Superintendent Praises Comcast Efforts To Help Bridge The Digital Divide - 11-Sep-19 - PRN.pdf
Comcast Corporation,Product/Service,"""Since Internet Essentials first launched in 2011, we've made significant progress in connecting low-income families with children to the internet at home. In the past year, we opened up several new attacks on the digital divide, including pilot programs for low-income senior citizens and community college students,""ù said David L. Cohen, Comcast Corporation Senior Executive Vice President and Chief Diversity Officer. ""Additionally, we recently collaborated with the U.S. Department of Housing and Urban Development (HUD) to expand Internet Essentials to HUD-assisted homes. This furthers our reach to senior citizens, as 34 percent of HUD-funded households have someone at least 62 years of age residing with them. We look forward to bringing this essential connection to even more people in California and across the country.""ù",1,124,Chief Diversity Officer,CMCSA - California is the #1 State in the Nation to Close the Digital Divide with Comcast's Internet Essentials Program - 12-Sep-16 - BW.pdf
Comcast Corporation,Product/Service,"David L. Cohen, Senior Executive Vice President and Chief Diversity Officer of Comcast Corporation, made these announcements in San Jose with six-time Olympic medalist Jackie Joyner-Kersee, who is serving, for the second year in a row, as Internet Essentials' national spokesperson. Cohen also introduced Adamari L√≥pez, host of Telemundo's Un Nuevo D√≠a, who is the program's first ever national Hispanic spokesperson. Their visit in Santa Clara County is part of a multi-city tour, which will run through October.",1,78,Chief Diversity Officer,CMCSA - California Leads the Nation in Closing the Digital Divide with Comcast's Internet Essentials Program - 18-Aug-17 - BW.pdf
Comcast Corporation,"Product/Service, Photo/Multimedia","Comcast Corporation Senior Executive Vice President and Chief Diversity Officer David L. Cohen and HUD Secretary Juli√°n Castro made today's announcements alongside Miami-Dade County Mayor Carlos A. Gim√©nez and City of Miami Mayor Tom√°s Regalado at Rainbow Village, a public housing development in Miami. At the event, Comcast technicians were on hand to install Internet service on the spot. Comcast also provided a free laptop computer and six months' worth of complimentary Internet Essentials Internet service to every Rainbow Village household. In addition, the company donated 15 new computers to the Rainbow Village computer lab where digital literacy training sessions take place after school and where students can do homework and adults can get online.",1,115,Chief Diversity Officer,CMCSA - Comcast and the U.S. Department of Housing and Urban Development (HUD) Announce Pilot Program to Close the Digital Divide for South Florid... - 24-Mar-16 - BW.pdf
Comcast Corporation,Product/Service,"""This expansion is the culmination of an audacious goal we set eight years ago, which was to meaningfully and significantly close the digital divide for low-income Americans,""ù said David L. Cohen, Senior Executive Vice President and Chief Diversity Officer of Comcast NBCUniversal. ""The Internet is arguably the most important technological innovation in history, and it is unacceptable that we live in a country where millions of families and individuals are missing out on this life-changing resource. Whether the Internet is used for students to do their homework, adults to look for and apply for new jobs, seniors to keep in touch with friends and family, or veterans to access their well-deserved benefits, it is absolutely essential to be connected in our modern, digital age.""ù",1,124,Chief Diversity Officer,CMCSA - Comcast Announces Largest Ever Expansion of Its Internet Essentials Program to Reach All Low-income Americans - 06-Aug-19 - BW.pdf
Comcast Corporation,Product/Service,"David L. Cohen, Senior Executive Vice President and Chief Diversity Officer of Comcast Corporation, made these announcements today alongside Denver Mayor Michael B. Hancock, Olympic Medalist and Internet Essentials Spokesperson Jackie Joyner-Kersee, HUD Region VIII Director Rick Garcia, and DHA Executive Director Ismael Guerrero.",1,44,Chief Diversity Officer,"CMCSA - Comcast Connects Nearly 33,000 Low-Income Families in Colorado, or Nearly 132,000 Residents, to the Internet at Home Through Internet Esse... - 13-Sep-16 - BW.pdf"
,,,0,0,,CMCSA - Comcast Corp.(CMCSA-US) Schedules Annual General Meeting for 5-June-2019 900 AM ET - 26-Apr-19 - FCSTEV.pdf
Comcast Corporation,Product/Service,"""This expansion is the culmination of an audacious goal we set eight years ago, which was to meaningfully and significantly close the digital divide for low-income Americans,""ù said David L. Cohen, Senior Executive Vice President and Chief Diversity Officer of Comcast NBCUniversal. ""The Internet is arguably the most important technological innovation in history, and it is unacceptable that we live in a country where millions of families and individuals are missing out on this life-changing resource. Whether the Internet is used for students to do their homework, adults to look for and apply for new jobs, seniors to keep in touch with friends and family, or veterans to access their well-deserved benefits, it is absolutely essential to be connected in our modern, digital age.""ù",1,124,Chief Diversity Officer,CMCSA - Comcast Corporation Announces Largest Ever Expansion of Its Internet Essentials Program to Reach All Low-Income Americans - 06-Aug-19 - BW.pdf
Comcast,,"""It is a great honor to participate in these community organizations that highlight our long-standing values,""ù said Mary Beth Schubert, Vice President of Corporate Affairs for Comcast Twin Cities. ""We focus our energies on improving individual lives and communities through a network of nonprofit partnerships and innovative programs that foster diversity and inclusion, and help keep all of us connected.""ù",1,60,Diversity and Inclusion,"CMCSA - Comcast Donates $360,000 to Twin Cities Nonprofits in 2014 Through Foundation Grants and Community Investment - 19-Mar-15 - BW.pdf"
Comcast Cable,"Corporate Social Responsibility, Human Interest Groups","""Closing the digital divide for low-income parents and children across the country and in the  City of Boston has never been more important to Comcast.  Seniors, too, need internet access at home to break down barriers of isolation and connect them to their friends, family, and caregivers,"" said David L. Cohen, Senior Executive Vice President and Chief Diversity Officer of Comcast Corporation.  ""We are thrilled to announce a pilot program to attack the senior digital divide in Boston.  In partnership with Tech Goes Home, we're also providing funding to deliver vital digital skills training to help seniors learn how to use computers and navigate the internet.  We're grateful to Mayor Walsh and his team for working with us on this innovative program.''",1,122,Chief Diversity Officer,"CMCSA - Comcast Extends Internet Essentials, Its High-Speed Internet Adoption Program, To Low-Income Senior Citizens In Boston - 10-Nov-16 - PRN.pdf"
Comcast Corporation,"Contract/Agreement, Event","""As an Asian-American, I am delighted to have joined Comcast in time to be a part of the 2019 Chinese New Year celebrations in the City,""ù said Dillon Auyoung, who recently joined Comcast as the Director of Government Affairs for San Francisco. ""Since joining the company, I have observed through both words and actions the way Comcast prioritizes diversity and inclusion and seeks to meaningfully serve a wide range of multicultural audiences. This new partnership with the Chinese Chamber and the opportunity to participate in the Chinese New Year Festival & Parade is such an ideal way to demonstrate how important Asian- American communities are to us and I am so delighted that I can play a part in all of our activities.""ù",1,123,Diversity and Inclusion,CMCSA - Comcast Forms Multi-Year Partnership with San Francisco's Chinese Chamber of Commerce to Sponsor Chinese New Year Festival & Parade - 11-Feb-19 - BW.pdf
Comcast,"Product/Service, Event","Finally, Comcast is holding a ""Future of Digital Inclusion""ù roundtable today with leaders from some of the most influential community advocacy groups in the Puget Sound. This event will include discussions on diversity, inclusion, gender equality, technology access, and resources for marginalized communities across the Puget Sound. | ""Internet Essentials has had an enormous impact on millions of families and children ""ì and now veterans ""ì who need access to high-speed Internet and technology resources,""ù said David L. Cohen, Senior Executive Vice President and Chief Diversity Officer, Comcast Corporation. ""The Seattle community has its own unique challenges in relation to technology and Internet access. With programs like Internet Essentials, Comcast hopes to offer the region the tools it needs to bridge the digital divide and empower the community to grow and thrive.""ù",2,"47, 84","gender equality, Chief Diversity Officer",CMCSA - Comcast Hosts Digital Inclusion Days in Seattle to Help Bridge the Digital Divide - 10-Oct-18 - BW.pdf
Comcast,Product/Service,"""We're here in Portland to talk about leveling the playing field for veterans, specifically low-income veterans, who have put their lives on the line for all of us,""ù said David L. Cohen, Senior Executive Vice President and Chief Diversity Officer, Comcast Corporation. ""According to research, nearly a third of low-income veterans do not have Internet service at home and more than 40 percent don't own a computer. That is unacceptable to us, which is why we are working to connect more veterans to vital online resources that can help them better navigate the complexities of daily life as civilians.""ù",1,99,Chief Diversity Officer,CMCSA - Comcast Hosts Special Event in Portland to Help Close the Digital Divide for Low-Income Veterans - 12-Nov-18 - BW.pdf
Comcast Corporation,Nonprofit,Diversity & Inclusion,1,3,Diversity & Inclusion,CMCSA - Comcast Invests Nearly $6 Million in Washington State Nonprofits in 2018 - 20-Dec-18 - BW.pdf
