who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
AT&T Inc.,"Corporate Social Responsibility, Human Interest Groups","""We pride ourselves on being an innovation leader that hires, retains and develops talented individuals that reflect our diverse customer base. We have a personal and business responsibility to serve our diverse customers in their preferred language and invest in the communities where they live and work,"" said Debbie Storey, AT&T senior vice president of Talent Development and chief diversity officer. ""This recognition by HACR acknowledges our commitment, and we couldn't be prouder."" | Has a 13 percent representation of Hispanics in its workforce .  The total U.S. AT&T workforce is 38 percent female and 39 percent people of color. Sponsors an award-winning employee resource group, HACEMOS (the Hispanic/Latino Employee Association of AT&T). Is a top-rated global  supplier diversity program  that spent more than $12.8 billion with minority, women and disabled-veteran suppliers in 2012, representing 23.96 percent of the company's procurement base. AT&T's goal is to always achieve 21.5 percent of its procurement from diverse suppliers.",2,"73, 82","diversity, Chief Diversity Officer","T - AT&T Tops Prestigious List Of Companies That Invest In Recruiting, Developing And Retaining Hispanic Talent - 18-Apr-13 - PRN.pdf"
AT&T Inc.,Human Interest Groups,"""A diverse workforce isn't just the right thing, it's good for business,"" said  Cynt Marshall, senior vice president of human resources and chief diversity officer. ""We are committed to creating a truly inclusive environment at AT&T. That commitment starts at the top with our chairman and continues with meaningful diversity and inclusion programs."" | Great Place to Work® and Fortune Name AT&T One of the 2016 Best Workplaces for Diversity   Monday, December 05, 2016 09:17:00 PM (GMT) | DALLAS, Dec. 5, 2016 /PRNewswire/ -- Global research and consulting firm Great Place to Work™ and Fortune named AT&T one of the 2016 Best Workplaces for Diversity. | Workplaces that prize diversity and inclusiveness aren't just good for specific classes of workers. Organizations create winning workplaces by promoting environments that are great for all employees.  That's according to research Great Place to Work conducted to compile the list. The 50 companies on the 2016 Best Workplaces for Diversity list average 24% higher year-over-year revenue growth than other Great Place to Work-CertifiedTM workplaces that didn't earn a spot on the ranking. | Great Place to Work published other Best Workplaces for Diversity lists. These include the  Best Workplaces for Latinos, the Best Workplaces for Asian Americans , and the Best Workplaces for African Americans . AT&T also ranked #10 on the African American list. Great Place to Work also produced a report  with survey data and workforce practices to help other workplaces become more inclusive. | To see the full list of the 2016 Best Workplaces for Diversity,  click here. To see the schedule for all of Great Place to Work Best Workplace lists and more information on how to apply, visit Great Place to Work's website. | About The Best Workplaces for Diversity | Published together with our partner, Fortune, The Best Workplaces for Diversity ranking is based upon feedback from 448,456 employees at Great Place to Work-Certified companies who completed our Trust Index© Employee Survey. Employees from all backgrounds answered 58 questions about how frequently | Great Place to Work® is the global authority on high-trust, high-performance workplace cultures. Through proprietary assessment tools, advisory services, and certification programs, including Best Workplaces lists and workplace reviews, Great Place to Work provides the benchmarks, framework, and expertise needed to create, sustain, and recognize outstanding workplace cultures. In the United States, Great Place to Work produces the annual Fortune ""100 Best Companies to Work For®"" and a series of Great Place to Work Best Workplaces lists, including lists for Millennials, Women, Diversity, Small and Medium Companies and over a half dozen different industries. | To view the original version on PR Newswire, visit: http://www.prnewswire.com/news-releases/great-place-to- work-and-fortune-name-att-one-of-the-2016-best-workplaces-for-diversity-300373089.html",10,"53, 23, 27, 72, 63, 41, 6, 42, 94, 11","diversity, Chief Diversity Officer",T - Great Place to Work® and Fortune Name AT&T One of the 2016 Best Workplaces for Diversity - 05-Dec-16 - PRN.pdf
AT&T Inc.,Human Interest Groups,"""Diverse, talented people -- coupled with the company's inclusive culture, have long been key to our success,"" said Debbie Storey, AT&T Chief Diversity Officer. ""Because our customers, our suppliers and our investors are diverse, we serve them best when our workforce is diverse. When they bring their unique perspectives to the table, we all win."" | Hispanic Business Inc. Names AT&T Best Company for Diversity   Thursday, October 24, 2013 05:00:00 PM (GMT) | DALLAS, Oct. 24, 2013 /PRNewswire/ -- AT&T's* diversity, community programs, and work with minority- owned businesses make the company a great place to work according to Hispanic Business Inc., which recently named it the Best Company for Diversity. | AT&T made the No. 1 spot on the HispanicBusiness 2013 Best Companies for Diversity list. The honor is based on AT&T's community participation, hiring and retention of diverse talent, and for including minority- owned business in its supply chain. | Hispanic Business Inc. also recognized our supplier diversity organization. The  Supplier Diversity  initiative promotes, increases, and improves the overall participation of minority, women, and disabled veteran-owned business enterprises in the supply chain. AT&T has been a longstanding leader in supplier diversity by identifying and promoting diverse businesses for contract opportunities – and has numerous programs in place to develop certified diverse suppliers. As a result, AT&T exceeded its corporate goal one year ahead of schedule – spending $12 billion with certified diverse suppliers in 2011 and $12.8 billion in 2012. Our top Hispanic suppliers self-reported that over 2,000 jobs have been created supporting AT&T. | AT&T has been included on this list for eight consecutive years, grabbing the top three spots six of those times. Read more about the results and the selection process. For the complete list of HispanicBusiness 2013 Best Companies for Diversity, click here. | For more information on AT&T Diversity efforts, please visit our  Diversity Media Kit .",7,"55, 16, 38, 39, 104, 42, 14","diversity, Chief Diversity Officer",T - Hispanic Business Inc. Names AT&T Best Company for Diversity - 24-Oct-13 - PRN.pdf
,"Arts & Entertainment, Calendar of Events","based on sexual orientation. AT&T also has a long-standing commitment to fostering an inclusive workplace. LEAGUE at AT&T (Lesbian, Gay, Bisexual, Transgender and Allies Employee Organizations of AT&T) is one of the oldest LGBTQ Employee Resource Groups (ERG) in the nation. In 1998, AT&T adopted one of the first domestic partner benefits programs for LGBTQ employees. In 2006, AT&T was one of the first U.S. corporations to offer transgender-inclusive health care benefits. At AT&T, diversity and inclusion will always be top priorities.",1,82,Diversity and Inclusion,T - LOVELOUD Festival Powered By AT&T Announces Final Performers And Speakers For 2nd Annual Festival This Saturday - 25-Jul-18 - PMZ.pdf
AT&T Inc.,"Labor Issues, Human Interest Groups",,0,0,,T - More Veterans Finding Career Opportunities At AT&T - 06-Nov-13 - PRN.pdf
AT&T,"Labor Issues, Human Interest Groups",,0,0,,T - More Veterans Finding Career Opportunities At AT&T - 07-Nov-13 - PRN.pdf
AT&T,"Corporate Social Responsibility, Human Interest Groups",,0,0,,T - More Veterans Finding Career Opportunities At AT&T - 11-Nov-13 - PRN.pdf
AT&T Inc.,Corporate Social Responsibility,"""AT&T Presents: Untold Stories is a celebration of diversity and inclusion in film. It gives an opportunity to the creative minds who need a platform to tell their unique stories,"" said Fiona Carter , AT&T Chief  Brand Officer. ""We are honored once again to shine a light on brilliant filmmakers. Faraday Okoro's winning film from last year, 'Nigerian Prince,' is a testament to the unwavering power of this program. We can't wait to unveil his work and introduce the world to another Untold Story at this year's Festival.""",1,88,Diversity and Inclusion,"T, 07BX7B - 'AT&T Presents Untold Stories' to Award $1 Million to Diverse and Deserving Filmmaker Ahead of 2018 Tribeca Film Festival - 04-Apr-18 - PRN.pdf"
AT&T Inc.,"Corporate Social Responsibility, Human Interest Groups","Sponsorship Continues AT&T's Dedication to Diversity and Inclusion in the Workplace | This will be the third year of MGP's iCR8 boot camp. MGP is a  Dallas-based nonprofit organization and national network of diverse professionals focused on developing and mentoring the next generation of diverse thought leaders within the advertising, media and marketing industry. AT&T's continued support of MGP reaffirms its commitment to closing the gap in diversity for these fields and shows its continued commitment to diversity and inclusion in the workplace.",2,"11, 71",Diversity and Inclusion,"T, 07KKXQ, 0659BF... - AT&T Sponsors The Marcus Graham Project's 2011 Summer Boot Camp - 08-Jul-11 - PRN.pdf"
WarnerMedia,,"As Part of Its Industry Leading Production Diversity Policy, WarnerMedia Releases 2018 Diversity and Inclusion Interim Report  Thursday, September 26, 2019 05:35:00 PM (GMT) | WarnerMedia today released its first-ever annual report looking at diversity, inclusion and belonging across both its corporate operations and the films, television series and digital content created by its various production businesses. In September 2018, WarnerMedia announced a Production Diversity Policy which included the commitment to report on its diversity and inclusion efforts annually. | “Across the WarnerMedia companies, we have a longstanding commitment to diversity and inclusion, and consider these values an important part of our culture and a business priority,” said John Stankey, President & Chief Operating Officer, AT&T Inc. and CEO, WarnerMedia. “While I’m incredibly proud of what this report shows and our ongoing dedication to transparency, I recognize that we’ve got more work to do at every level. We know diversity, inclusion and belonging are important to our employees, our creative partners, our customers and to our success.” | Beyond the data it presents, the report highlights various examples of diversity and inclusion in action across WarnerMedia, including spotlights on various employee resource groups (Black Professionals@Turner, HBO Proud, Women of Warner UK and others), employee-centric content and platforms showcasing D&I activities across the enterprise (Warner Bros.’ “We See You,” Turner’s “Hello, My Name Is…” and “HBO POV”) and a behind-the-scenes look at the company’s films, TV shows and animated series. | The full WarnerMedia 2018 Diversity and Inclusion Interim Report and announcement video are available at warnermediadiversity.com. | The report, covering 2018, highlights diversity, inclusion and belonging across three areas at WarnerMedia: Workforce (including workforce composition, Employee Resource Groups), Content (including scripted TV, films, news, animation) and Community (including industry and local outreach partnerships and programs). | While this 2018 Interim Report only tracked gender and race, WarnerMedia is developing new processes, tools and formats for gathering more detailed information about the diversity of its workforce and productions, allowing it to better tailor its efforts and outreach. Going forward, this report will be issued annually, looking at data from the previous full calendar year, and will evolve to reflect the changes taking place across WarnerMedia’s businesses. Earlier this year, WarnerMedia hired its first Chief Enterprise Inclusion Officer, Christy Haubegger, and her leadership will be key to expanding and developing initiatives designed to make the company and its content more diverse and inclusive.",7,"24, 54, 87, 71, 16, 38, 105","diversity, Diversity and Inclusion","T, 0JMVQS - As Part of Its Industry Leading Production Diversity Policy, WarnerMedia Releases 2018 Diversity and Inclusion Interim Report - 26-Sep-19 - BW.pdf"
